Class ID	Class Name
03025000	CGameNetTeamInfo
030C3000	CGameCalendar
031C1000	CGameMgrItem
03121000	CGameCtnSolidDecals
03012000	CGameManiaTitleCore
03014000	CGameStation
03100000	CGamePlaygroundCommon
030FA000	CGameCtnMenusManiaPlanet
030D7000	CGameManiaPlanetScriptAPI
031AD000	CGameManiaTitleFlowScriptAPI
03011000	CGameManiaPlanetNetwork
0313F000	CGameScriptHandlerManiaPlanet
03187000	CGamePlaygroundClientScriptAPI
03167000	CGameEditorPacks
0310B000	CGameManiaPlanetMenuStations
031E5000	CGamePluginInterfacesScript
030BB000	CGameCtnNetServerInfo
031A4000	CGameManiaApp
0317E000	CGameManialink3dMood
0313D000	CGameManialinkDownloader
03182000	CGameManiaplanetPlugin
03176000	CGameScriptHandlerBrowser
031AC000	CGameManiaAppBrowser
0302E000	CGameNetServerInfo
03068000	CGameNetFileTransfer
03020000	CGameNetOnlineEvent
03135000	CGamePlaygroundUIConfigMgr
0317C000	CGameScriptBuddy
0317D000	CGameScriptBuddiesEvent
031B0000	CGameScriptNotificationsConsumerNotification
031B4000	CGameScriptNotificationsConsumerEvent
031B3000	CGameScriptNotificationsProducerEvent
031C4000	CGameAchievementScriptEvent
031C5000	CGameAchievementScriptAchievement
031C6000	CGameAchievementScriptStat
0322E000	CGameAchievementScriptAchievementDesc
0322D000	CGameAchievementScriptStatDesc
03236000	CGameAchievementScriptUplayAction
03143000	CGameAnticheatMonitor
03144000	CGameAnticheatEvent
03142000	CGameAnticheatFunctions
03037000	CGameFid
0315F000	CGameManialinkScriptEvent
03109000	CGameManialinkQuad
031B5000	CGameDataManagerScript
03221000	CGameScoreAndLeaderBoardManagerScript
0323E000	CGameUserPrivilegesManagerScript
03246000	CGameMasterServerRichPresenceManagerScript
03193000	CGameManiaplanetPluginInterface
030FF000	CGameUILayer
03159000	CGameCtnEditorScriptAnchoredObject
0315A000	CGameCtnEditorScriptSpecialProperty
03164000	CGameCtnEditorPluginScriptEvent
031AF000	CGameCtnEditorPluginLayerScriptHandler
0302C000	CGameRemoteBufferDataInfo
03212000	CGameMasterServerTask_SetBuddies
031D5000	CGameMasterServerUserInfo
030E9000	CGameNetDataDownload
03197000	CGameScriptCloudManager
0323C000	CGameMasterServerRichPresenceManager
031D8000	CGameManiaAppPlayground
030ED000	CGameScriptHandlerPlaygroundInterface
030E6000	CGameEnvironmentManager
0318E000	CGameMgrActionFxVis
0319D000	CGameMgrGatePhy
0319E000	CGameMgrGateVis
0318C000	CGamePlaygroundResources
03112000	CGameCtnEditorCommonInterface
0310F000	CGameCtnEditorFree
03110000	CGameCtnEditorPuzzle
03115000	CGameCtnEditorSimple
030B1000	CGameCtnMediaTracker
03119000	CGameCtnEditChallengePrecalcParticles
0318F000	CGameEditorAsset
0314B000	CGameEditorAnimClip
03198000	CGameEditorBullet
0319A000	CGameEditorActionScript
031A2000	CGameEditorPropertyList
03150000	CGameEditorTrigger
031A6000	CGameManiaAppPlaygroundCommon
031D7000	CGamePlaygroundModuleClient
031C7000	CGamePlaygroundModuleClientInventory
